gid,___case,simpledate,year,month,time,hour,minute,datetime,injured,county,created_at,updated_at,cartodb_id,hex_id,geom
820,2042355,20050512,2005,5,1:55 p.m.,13,55,05/12/2005 1:55 p.m.,1,San Francisco,2013-09-25,2013-09-28,820,h0.0675226686234212,0101000020E6100000ADD0AC11669E5EC0048D3E8B4AE74240
821,2043143,20050512,2005,5,7:38 a.m.,7,38,05/12/2005 7:38 a.m.,1,Alameda,2013-09-25,2013-09-28,821,h0.354383496746885,0101000020E6100000F0B03F3F42845EC00AA41F6860D24240
822,2043704,20050509,2005,5,7:04 a.m.,7,4,05/09/2005 7:04 a.m.,1,Santa Clara,2013-09-25,2013-09-28,822,h1.13202592663017,0101000020E61000006368869E5E645EC092759373BD804240
823,2043824,20050426,2005,4,6:30 p.m.,18,30,04/26/2005 6:30 p.m.,0,Alameda,2013-09-25,2013-09-28,823,h0.706922387073861,0101000020E6100000231E3F0A0D6E5EC09F2DD62604CD4240
824,2043835,20050422,2005,4,4:20 p.m.,16,20,04/22/2005 4:20 p.m.,1,Santa Clara,2013-09-25,2013-09-28,824,h1.12234789782012,0101000020E6100000B988940B3A655EC0664B5645B8814240
825,2043885,20050511,2005,5,7:45 a.m.,7,45,05/11/2005 7:45 a.m.,1,Alameda,2013-09-25,2013-09-28,825,h0.151757001525021,0101000020E6100000E7D88BB248905EC013C42FAB66EA4240
826,2043918,20050524,2005,5,7:45 p.m.,19,45,05/24/2005 7:45 p.m.,1,Santa Clara,2013-09-25,2013-09-28,826,h0.679366439886332,0101000020E61000005F5793A7AC775EC086FF740305AC4240
827,2043945,20050527,2005,5,11:05 a.m.,11,5,05/27/2005 11:05 a.m.,1,Santa Clara,2013-09-25,2013-09-28,827,h0.629476766228047,0101000020E6100000EE8E311CF47A5EC007FF6CF5E6AF4240
828,2043952,20050526,2005,5,2:50 p.m.,14,50,05/26/2005 2:50 p.m.,1,Santa Clara,2013-09-25,2013-09-28,828,h0.633043703576723,0101000020E6100000F834272FB27E5EC0E3D7593EDCA64240
829,2043969,20050524,2005,5,9:10 a.m.,9,10,05/24/2005 9:10 a.m.,1,Santa Clara,2013-09-25,2013-09-28,829,h0.840416473906033,0101000020E61000006F66F4A3E1705EC03EFE77E9CB9D4240
830,2043984,20050521,2005,5,10:10 p.m.,22,10,05/21/2005 10:10 p.m.,1,Santa Clara,2013-09-25,2013-09-28,830,h0.657238999440899,0101000020E6100000F18FAD1D7B7A5EC0821145926AA94240
831,2043989,20050523,2005,5,9:45 a.m.,9,45,05/23/2005 9:45 a.m.,1,Santa Clara,2013-09-25,2013-09-28,831,h0.633043703576723,0101000020E6100000F834272FB27E5EC0E3D7593EDCA64240
832,2043990,20050502,2005,5,6:50 p.m.,18,50,05/02/2005 6:50 p.m.,1,Santa Clara,2013-09-25,2013-09-28,832,h0.721475523677727,0101000020E610000020865627E7755EC059B3DF2417A94240
833,2043992,20050521,2005,5,9:50 a.m.,9,50,05/21/2005 9:50 a.m.,1,Santa Clara,2013-09-25,2013-09-28,833,h0.717284530162044,0101000020E6100000D5371F8DF9795EC0EF9293E4149F4240
834,2043996,20050518,2005,5,12:28 a.m.,0,28,05/18/2005 12:28 a.m.,1,Santa Clara,2013-09-25,2013-09-28,834,h0.671634907043242,0101000020E61000005E4AB8EB00795EC08E791D71C8AB4240
835,2044170,20050401,2005,4,8:16 a.m.,8,16,04/01/2005 8:16 a.m.,1,Santa Clara,2013-09-25,2013-09-28,835,h0.672232843675136,0101000020E61000008DE6C8CAAF7F5EC0C98A86318E9E4240
836,2044177,20050430,2005,4,2:37 p.m.,14,37,04/30/2005 2:37 p.m.,1,Santa Clara,2013-09-25,2013-09-28,836,h0.687464485859582,0101000020E610000031618FE4CD7E5EC0B50B1703359D4240
837,2044288,20050506,2005,5,9:05 a.m.,9,5,05/06/2005 9:05 a.m.,1,Alameda,2013-09-25,2013-09-28,837,h0.130564672069794,0101000020E6100000DD0033DF41915EC08C721F6FA8E64240
838,2044321,20050506,2005,5,3:18 p.m.,15,18,05/06/2005 3:18 p.m.,1,Alameda,2013-09-25,2013-09-28,838,h0.189239671910273,0101000020E61000004442A55B408D5EC0396403E962E24240
839,2044362,20050512,2005,5,7:38 a.m.,7,38,05/12/2005 7:38 a.m.,1,Alameda,2013-09-25,2013-09-28,839,h0.23780219473811,0101000020E6100000678984A5F08A5EC0FC4A8C0A41DF4240
840,2044525,20050526,2005,5,6:32 a.m.,6,32,05/26/2005 6:32 a.m.,1,Marin,2013-09-25,2013-09-28,840,h0.221991520867157,0101000020E610000004FE4BAD52A15EC0679DF17D71FC4240
841,2045222,20050523,2005,5,3:11 p.m.,15,11,05/23/2005 3:11 p.m.,1,Santa Clara,2013-09-25,2013-09-28,841,h0.502296344859406,0101000020E6100000F1FDC34C91855EC0FC82273E88B04240
842,2045897,20050511,2005,5,4:12 p.m.,16,12,05/11/2005 4:12 p.m.,1,Napa,2013-09-25,2013-09-28,842,h0.52568302174788,0101000020E6100000C87FDCD932925EC056F723A01D264340
843,2045927,20050518,2005,5,2:16 p.m.,14,16,05/18/2005 2:16 p.m.,0,Napa,2013-09-25,2013-09-28,843,h0.522516966528659,0101000020E6100000676A6D7594915EC0DCF86E4E80244340
844,2045975,20050519,2005,5,8:09 a.m.,8,9,05/19/2005 8:09 a.m.,1,Napa,2013-09-25,2013-09-28,844,h0.547521537865254,0101000020E6100000E1AB1DC539945EC066BA7C900A294340
845,2046087,20050517,2005,5,9:57 a.m.,9,57,05/17/2005 9:57 a.m.,1,Sonoma,2013-09-25,2013-09-28,845,h0.735644360050825,0101000020E61000008B901557F0AD5EC000DB66CF0A394340
846,2046139,20050225,2005,2,11:51 a.m.,11,51,02/25/2005 11:51 a.m.,1,Sonoma,2013-09-25,2013-09-28,846,h0.72280995811081,0101000020E6100000086FB488CDAD5EC0370C303DAB384340
847,2046295,20050525,2005,5,2:05 p.m.,14,5,05/25/2005 2:05 p.m.,1,San Mateo,2013-09-25,2013-09-28,847,h0.213594266208709,0101000020E6100000C85E4AB8EB935EC06B5CA4F55CC94240
848,2046441,20050510,2005,5,4:25 p.m.,16,25,05/10/2005 4:25 p.m.,1,Contra Costa,2013-09-25,2013-09-28,848,h0.505576091436626,0101000020E6100000B9AB0D04B7795EC017CD14843CED4240
849,2046729,20050522,2005,5,9:30 a.m.,9,30,05/22/2005 9:30 a.m.,1,Marin,2013-09-25,2013-09-28,849,h0.110985672610939,0101000020E61000001CB7F3580E9F5EC08ED948C8F6ED4240
850,2046758,20050529,2005,5,8:50 a.m.,8,50,05/29/2005 8:50 a.m.,1,Solano,2013-09-25,2013-09-28,850,,0101000020E610000001A667D5426E5EC068C5DC5ACB654340
851,2046939,20050426,2005,4,8:36 a.m.,8,36,04/26/2005 8:36 a.m.,1,Contra Costa,2013-09-25,2013-09-28,851,h0.639374534274987,0101000020E610000068237C94B6725EC0BC75FEEDB2FC4240
852,2047193,20050520,2005,5,10:44 a.m.,10,44,05/20/2005 10:44 a.m.,1,San Mateo,2013-09-25,2013-09-28,852,h0.331342712315926,0101000020E6100000ED5E93DAB0995EC00F142E9A84B74240
853,2047220,20050526,2005,5,2:07 p.m.,14,7,05/26/2005 2:07 p.m.,1,Contra Costa,2013-09-25,2013-09-28,853,h0.39227008968983,0101000020E6100000B886BE605C835EC0C9B5B28EF4FB4240
854,2047315,20050510,2005,5,8:57 a.m.,8,57,05/10/2005 8:57 a.m.,1,Napa,2013-09-25,2013-09-28,854,h0.539443326221796,0101000020E6100000D591239D81925EC04D840D4FAF264340
855,2047448,20050311,2005,3,7:40 p.m.,19,40,03/11/2005 7:40 p.m.,1,Alameda,2013-09-25,2013-09-28,855,h0.434346432549867,0101000020E6100000D9C534D33D805EC0BEC51E3581CA4240
856,2047468,20050520,2005,5,4:30 a.m.,4,30,05/20/2005 4:30 a.m.,1,Alameda,2013-09-25,2013-09-28,856,h0.503531115311149,0101000020E61000005FCD5C3B2C7E5EC0C269C18BBEC04240
857,2047655,20050526,2005,5,3:59 p.m.,15,59,05/26/2005 3:59 p.m.,1,Alameda,2013-09-25,2013-09-28,857,h0.447458632223802,0101000020E6100000129A249614805EC04E626B11ACC74240
858,2048293,20050601,2005,6,2:53 p.m.,14,53,06/01/2005 2:53 p.m.,1,Santa Clara,2013-09-25,2013-09-28,858,h0.53328213722213,0101000020E6100000D8C7540B36835EC00083EEDCC5AE4240
859,2048361,20050518,2005,5,7:38 p.m.,19,38,05/18/2005 7:38 p.m.,1,Santa Clara,2013-09-25,2013-09-28,859,h0.62072406943595,0101000020E6100000F39892F650785EC09AE9036E82B64240
860,2048445,20050520,2005,5,5:59 p.m.,17,59,05/20/2005 5:59 p.m.,1,San Mateo,2013-09-25,2013-09-28,860,h0.331342712315926,0101000020E6100000ED5E93DAB0995EC00F142E9A84B74240
861,2048471,20050522,2005,5,3:03 p.m.,15,3,05/22/2005 3:03 p.m.,1,Santa Clara,2013-09-25,2013-09-28,861,h0.579847337735367,0101000020E610000097D0B8CB597D5EC07586F3BA8FB24240
862,2048478,20050516,2005,5,8:29 p.m.,20,29,05/16/2005 8:29 p.m.,1,Santa Clara,2013-09-25,2013-09-28,862,h0.612272391002418,0101000020E61000000CA6063F167F5EC089A93EA1E8A94240
863,2048479,20050516,2005,5,6:50 p.m.,18,50,05/16/2005 6:50 p.m.,1,Santa Clara,2013-09-25,2013-09-28,863,h0.615001690129164,0101000020E6100000ED26F8A6697C5EC0A2CCABDFF1AC4240
864,2049318,20050518,2005,5,11:30 a.m.,11,30,05/18/2005 11:30 a.m.,1,Alameda,2013-09-25,2013-09-28,864,h0.631954734828707,0101000020E610000093C2610E27715EC0F8BCE2A947D74240
865,2049896,20050526,2005,5,5:06 p.m.,17,6,05/26/2005 5:06 p.m.,1,Marin,2013-09-25,2013-09-28,865,h0.101060566015488,0101000020E61000008969954FC59E5EC032AA567089EC4240
866,2050494,20050516,2005,5,10:05 a.m.,10,5,05/16/2005 10:05 a.m.,1,Alameda,2013-09-25,2013-09-28,866,h0.144337079836509,0101000020E61000007F1C8304FB905EC003D8367B56E64240
867,2051421,20050516,2005,5,6:20 p.m.,18,20,05/16/2005 6:20 p.m.,1,Solano,2013-09-25,2013-09-28,867,h0.576944689761032,0101000020E6100000F8205F9D3E845EC079E75086AA1F4340
868,2051841,20050524,2005,5,7:53 p.m.,19,53,05/24/2005 7:53 p.m.,1,Alameda,2013-09-25,2013-09-28,868,h0.492680195940011,0101000020E6100000F38CD882397A5EC092EA3BBF28D74240
869,2051874,20050519,2005,5,4:10 p.m.,16,10,05/19/2005 4:10 p.m.,1,Alameda,2013-09-25,2013-09-28,869,h0.509286257892442,0101000020E61000002AB3F7987E795EC0A53B99C981D74240
870,2052352,20050511,2005,5,7:48 p.m.,19,48,05/11/2005 7:48 p.m.,1,San Mateo,2013-09-25,2013-09-28,870,h0.386029504739271,0101000020E61000002FDCB930528C5EC03DBDAD4F94B84240
871,2052505,20050511,2005,5,5:01 p.m.,17,1,05/11/2005 5:01 p.m.,1,Marin,2013-09-25,2013-09-28,871,h1.32237419669475,0101000020E61000005117DF066B465EC04B2A093F27BF4240
872,2053154,20050528,2005,5,4:18 p.m.,16,18,05/28/2005 4:18 p.m.,1,Santa Clara,2013-09-25,2013-09-28,872,h0.646080682027871,0101000020E6100000090154CC9C795EC09AE4EC4218AE4240
873,2053158,20050527,2005,5,7:17 p.m.,19,17,05/27/2005 7:17 p.m.,1,Santa Clara,2013-09-25,2013-09-28,873,h0.671634907043242,0101000020E61000008623A35ECB785EC054DDC8E138AB4240
874,2053161,20050526,2005,5,10:45 p.m.,22,45,05/26/2005 10:45 p.m.,1,Alameda,2013-09-25,2013-09-28,874,h0.144337079836509,0101000020E6100000CACBF511D3905EC0426B346F8BE64240
875,2053178,20050528,2005,5,3:00 p.m.,15,0,05/28/2005 3:00 p.m.,1,Santa Clara,2013-09-25,2013-09-28,875,h0.755998417817397,0101000020E6100000F350DB86D1745EC03366B73B10A44240
876,2053180,20050602,2005,6,3:14 p.m.,15,14,06/02/2005 3:14 p.m.,1,Santa Clara,2013-09-25,2013-09-28,876,h0.695793342525334,0101000020E610000006007D1123765EC0108244C99AAE4240
877,2053321,20050307,2005,3,7:34 p.m.,19,34,03/07/2005 7:34 p.m.,1,Alameda,2013-09-25,2013-09-28,877,h0.154453513539732,0101000020E6100000963F3AD01E915EC005E7429BD2EE4240
878,2053353,20050520,2005,5,6:11 p.m.,18,11,05/20/2005 6:11 p.m.,1,Alameda,2013-09-25,2013-09-28,878,h0.14606628840465,0101000020E61000000297C79A11925EC0688E5143C0EF4240
879,2053444,20050524,2005,5,10:24 a.m.,10,24,05/24/2005 10:24 a.m.,1,Santa Clara,2013-09-25,2013-09-28,879,h0.619267993313686,0101000020E610000006F126648C815EC0A47CF77DEEA24240
880,2053488,20050524,2005,5,10:30 p.m.,22,30,05/24/2005 10:30 p.m.,1,Santa Clara,2013-09-25,2013-09-28,880,h0.544143438217226,0101000020E610000056E5E72BED835EC000CD7BF722AC4240
881,2053674,20050419,2005,4,3:30 p.m.,15,30,04/19/2005 3:30 p.m.,1,Santa Clara,2013-09-25,2013-09-28,881,h0.559661698217323,0101000020E6100000E07316ACA7825EC00F57186C34AB4240
882,2053678,20050420,2005,4,6:45 p.m.,18,45,04/20/2005 6:45 p.m.,2,Santa Clara,2013-09-25,2013-09-28,882,h0.61245947873791,0101000020E6100000FCAC8D0C4D805EC05B8B602D88A54240
883,2053923,20050313,2005,3,3:00 p.m.,15,0,03/13/2005 3:00 p.m.,0,Alameda,2013-09-25,2013-09-28,883,h0.162787391196675,0101000020E6100000E085634C30915EC042CC2555DBEF4240
884,2054482,20050530,2005,5,5:18 p.m.,17,18,05/30/2005 5:18 p.m.,1,San Mateo,2013-09-25,2013-09-28,884,h0.124710240619706,0101000020E61000007DBFE2BA739A5EC0082D358CCCD14240
885,2055055,20050527,2005,5,2:46 p.m.,14,46,05/27/2005 2:46 p.m.,1,Solano,2013-09-25,2013-09-28,885,h0.606712789747822,0101000020E6100000D44D733C30825EC0D7FC5305FE214340
886,2055626,20050409,2005,4,3:00 p.m.,15,0,04/09/2005 3:00 p.m.,1,Santa Clara,2013-09-25,2013-09-28,886,h0.657238999440899,0101000020E610000079A86DC3287A5EC02572666089A94240
887,2056254,20050315,2005,3,8:58 a.m.,8,58,03/15/2005 8:58 a.m.,1,Alameda,2013-09-25,2013-09-28,887,h0.14606628840465,0101000020E6100000BFF4AC5A08925EC0ABD1AB014AEF4240
888,2056274,20050314,2005,3,6:50 p.m.,18,50,03/14/2005 6:50 p.m.,1,Alameda,2013-09-25,2013-09-28,888,h0.163820337093945,0101000020E6100000BE17BA6D3A905EC037B176CA59EE4240
889,2056275,20050317,2005,3,8:50 a.m.,8,50,03/17/2005 8:50 a.m.,1,Alameda,2013-09-25,2013-09-28,889,h0.171489836649393,0101000020E6100000303DAB1622915EC05BD2510E66F14240
890,2056319,20050305,2005,3,3:29 p.m.,15,29,03/05/2005 3:29 p.m.,1,Alameda,2013-09-25,2013-09-28,890,h0.14606628840465,0101000020E610000073936291F0925EC099B7EA3A54EF4240
891,2057256,20050523,2005,5,1:30 p.m.,13,30,05/23/2005 1:30 p.m.,1,Napa,2013-09-25,2013-09-28,891,h0.519892551557066,0101000020E6100000A2E6F571FE905EC0B0123D3ABF234340
892,2057272,20050527,2005,5,1:00 p.m.,13,0,05/27/2005 1:00 p.m.,1,Napa,2013-09-25,2013-09-28,892,,0101000020E61000003B95C2723A9D5EC0C73DA76ACC464340
893,2057493,20050606,2005,6,6:07 p.m.,18,7,06/06/2005 6:07 p.m.,1,Santa Clara,2013-09-25,2013-09-28,893,h0.403777318625073,0101000020E6100000EDD79DEEBC8A5EC00FB8AE9811B94240
894,2057505,20050603,2005,6,6:04 p.m.,18,4,06/03/2005 6:04 p.m.,1,Santa Clara,2013-09-25,2013-09-28,894,h0.434097641258816,0101000020E610000019B4A1ACA9885EC08E52AE9575B74240
895,2057513,20050605,2005,6,5:05 p.m.,17,5,06/05/2005 5:05 p.m.,1,Santa Clara,2013-09-25,2013-09-28,895,h0.418861858991441,0101000020E61000002DCC423B27895EC099D29FA28FB84240
896,2057580,20050607,2005,6,7:16 a.m.,7,16,06/07/2005 7:16 a.m.,1,Santa Clara,2013-09-25,2013-09-28,896,h0.418861858991441,0101000020E610000043A67C082A895EC0D52D4CF097B84240
897,2057709,20050602,2005,6,8:12 p.m.,20,12,06/02/2005 8:12 p.m.,1,Santa Clara,2013-09-25,2013-09-28,897,h0.44530910692736,0101000020E6100000C2FEEBDC34885EC056BB26A435B54240
898,2057713,20050601,2005,6,5:39 p.m.,17,39,06/01/2005 5:39 p.m.,2,Santa Clara,2013-09-25,2013-09-28,898,h0.434097641258816,0101000020E6100000A3124317F9885EC0F4BF01D2A3B64240
899,2057726,20050525,2005,5,4:10 p.m.,16,10,05/25/2005 4:10 p.m.,0,Santa Clara,2013-09-25,2013-09-28,899,h0.460528641826052,0101000020E61000003ACE6DC2BD875EC091DCF52DCEB44240
900,2057729,20050531,2005,5,7:35 a.m.,7,35,05/31/2005 7:35 a.m.,1,Santa Clara,2013-09-25,2013-09-28,900,h0.430232762606111,0101000020E6100000A30FA7DDF9885EC08CBCAC8905B64240
901,2057971,20050601,2005,6,5:30 p.m.,17,30,06/01/2005 5:30 p.m.,1,Alameda,2013-09-25,2013-09-28,901,h0.144337079836509,0101000020E610000099CF036910915EC068E90AB611E64240
902,2057983,20050531,2005,5,7:10 p.m.,19,10,05/31/2005 7:10 p.m.,0,Alameda,2013-09-25,2013-09-28,902,h0.146800100872905,0101000020E610000057EA59104A915EC09A057F64DFEB4240
903,2058010,20050529,2005,5,11:17 a.m.,11,17,05/29/2005 11:17 a.m.,1,Solano,2013-09-25,2013-09-28,903,h0.61067494334961,0101000020E6100000B9E177D32D815EC03C4ED1915C204340
904,2058059,20050504,2005,5,8:00 a.m.,8,0,05/04/2005 8:00 a.m.,1,Solano,2013-09-25,2013-09-28,904,h0.599708843247772,0101000020E6100000C27C1E4803825EC02AAC5450511F4340
905,2058070,20050513,2005,5,7:10 p.m.,19,10,05/13/2005 7:10 p.m.,0,Solano,2013-09-25,2013-09-28,905,h0.696799817254972,0101000020E61000004E80176CD97F5EC067DAB4087B2C4340
906,2058677,20050520,2005,5,1:05 p.m.,13,5,05/20/2005 1:05 p.m.,1,San Mateo,2013-09-25,2013-09-28,906,h0.164451795500948,0101000020E61000006EB2FCAF299F5EC08C7AD2D391CE4240
907,2058716,20050606,2005,6,2:03 p.m.,14,3,06/06/2005 2:03 p.m.,1,Santa Clara,2013-09-25,2013-09-28,907,h0.670489199552688,0101000020E6100000704A8AD9DC7B5EC0272F3201BFA44240
908,2058718,20050510,2005,5,6:50 a.m.,6,50,05/10/2005 6:50 a.m.,1,Contra Costa,2013-09-25,2013-09-28,908,h0.385696501205024,0101000020E6100000250DC9247E835EC0DAD5F55503F94240
909,2058869,20050528,2005,5,11:45 a.m.,11,45,05/28/2005 11:45 a.m.,1,Marin,2013-09-25,2013-09-28,909,h0.223910119961076,0101000020E6100000DD89A3BC20A25EC061545227A0FC4240
910,2058956,20050523,2005,5,5:12 p.m.,17,12,05/23/2005 5:12 p.m.,0,Alameda,2013-09-25,2013-09-28,910,h0.157265766535607,0101000020E6100000D2C66C2464905EC04AD3A0681EEC4240
911,2059350,20050601,2005,6,7:05 p.m.,19,5,06/01/2005 7:05 p.m.,1,Alameda,2013-09-25,2013-09-28,911,h0.23780219473811,0101000020E6100000CF4653E2DF8A5EC0E7A15B5430DF4240
912,2059371,20050529,2005,5,2:23 p.m.,14,23,05/29/2005 2:23 p.m.,1,Alameda,2013-09-25,2013-09-28,912,h0.204516267392217,0101000020E61000001ADCD6169E8C5EC066E256410CE24240
913,2059481,20050603,2005,6,2:58 p.m.,14,58,06/03/2005 2:58 p.m.,1,Contra Costa,2013-09-25,2013-09-28,913,h0.550486235119371,0101000020E610000053EDD3F118795EC0563E1581FB004340
914,2059546,20050530,2005,5,1:18 p.m.,13,18,05/30/2005 1:18 p.m.,1,Sonoma,2013-09-25,2013-09-28,914,h0.735644360050825,0101000020E61000008B901557F0AD5EC000DB66CF0A394340
915,2059551,20050521,2005,5,10:14 p.m.,22,14,05/21/2005 10:14 p.m.,1,Sonoma,2013-09-25,2013-09-28,915,h0.72280995811081,0101000020E61000008FF469157DAD5EC0A48E8EAB91384340
916,2059563,20050505,2005,5,6:52 a.m.,6,52,05/05/2005 6:52 a.m.,1,Sonoma,2013-09-25,2013-09-28,916,h0.723125960669454,0101000020E61000004E266E1544AC5EC0BA7C900A08394340
917,2060010,20050524,2005,5,6:56 a.m.,6,56,05/24/2005 6:56 a.m.,1,San Francisco,2013-09-25,2013-09-28,917,h0.0036739477995339,0101000020E6100000E22A0593D1995EC05E8B7159E0E34240
918,2060034,20050525,2005,5,5:58 a.m.,5,58,05/25/2005 5:58 a.m.,1,San Francisco,2013-09-25,2013-09-28,918,h0.0704743187894948,0101000020E6100000CDF39661929F5EC04E5DF92CCFE34240
919,2060058,20050523,2005,5,9:10 a.m.,9,10,05/23/2005 9:10 a.m.,1,San Francisco,2013-09-25,2013-09-28,919,h0.0036739477995339,0101000020E610000067C6EC7607995EC0CABD65F3DDE34240
920,2060067,20050526,2005,5,4:06 p.m.,16,6,05/26/2005 4:06 p.m.,1,Alameda,2013-09-25,2013-09-28,920,h0.428056605686238,0101000020E610000042893B832B825EC04754A86E2EC54240
921,2060994,20050510,2005,5,2:23 p.m.,14,23,05/10/2005 2:23 p.m.,1,Alameda,2013-09-25,2013-09-28,921,h0.677152422709015,0101000020E6100000CA0E9656E86E5EC0AA036A7B05D74240
922,2060998,20050420,2005,4,7:20 a.m.,7,20,04/20/2005 7:20 a.m.,1,Alameda,2013-09-25,2013-09-28,922,h0.293957885402099,0101000020E6100000EB7019DC7B875EC0D690B8C7D2D74240
923,2061023,20050606,2005,6,8:22 a.m.,8,22,06/06/2005 8:22 a.m.,2,Alameda,2013-09-25,2013-09-28,923,h0.677152422709015,0101000020E610000090D26C1E876E5EC00F49884DBFD74240
924,2061030,20050528,2005,5,3:00 p.m.,15,0,05/28/2005 3:00 p.m.,1,Alameda,2013-09-25,2013-09-28,924,h0.303962341995635,0101000020E6100000338F577BB3865EC07EA081FD7CDB4240
925,2061555,20050602,2005,6,7:36 p.m.,19,36,06/02/2005 7:36 p.m.,0,Alameda,2013-09-25,2013-09-28,925,h0.208561945766043,0101000020E61000000F74A37ECD8D5EC0CAF55BE097ED4240
926,2061621,20050601,2005,6,7:26 a.m.,7,26,06/01/2005 7:26 a.m.,1,Sonoma,2013-09-25,2013-09-28,926,h0.736974784579532,0101000020E6100000A4DE9DC607AB5EC0A6806A72E73C4340
927,2061641,20050601,2005,6,7:10 p.m.,19,10,06/01/2005 7:10 p.m.,1,Sonoma,2013-09-25,2013-09-28,927,h0.73599189495823,0101000020E610000053DED8FDF4AE5EC0BE93BB7438384340
928,2062156,20050530,2005,5,7:30 p.m.,19,30,05/30/2005 7:30 p.m.,1,Santa Clara,2013-09-25,2013-09-28,928,h1.11573836418294,0101000020E6100000FA00497D7E655EC0BFD76BD509814240
929,2062432,20050601,2005,6,7:45 a.m.,7,45,06/01/2005 7:45 a.m.,2,Santa Clara,2013-09-25,2013-09-28,929,h0.53328213722213,0101000020E610000044EDC8A27A835EC0D4884FF003AE4240
930,2062729,20050525,2005,5,12:57 p.m.,12,57,05/25/2005 12:57 p.m.,0,Contra Costa,2013-09-25,2013-09-28,930,h0.40931956552787,0101000020E6100000F24E4F690E805EC098BCA6AC4BE94240
931,2062860,20050526,2005,5,11:05 a.m.,11,5,05/26/2005 11:05 a.m.,0,Contra Costa,2013-09-25,2013-09-28,931,h0.36861403254814,0101000020E61000000129B16B7B845EC021938C9C85F74240
932,2063044,20050525,2005,5,8:22 p.m.,20,22,05/25/2005 8:22 p.m.,0,Alameda,2013-09-25,2013-09-28,932,h0.158184039386441,0101000020E61000005D83BEF4768F5EC0E3175E49F2E14240
933,2063099,20050524,2005,5,4:44 p.m.,16,44,05/24/2005 4:44 p.m.,1,Alameda,2013-09-25,2013-09-28,933,h0.158184039386441,0101000020E6100000FB905CA38A8F5EC06551D845D1E14240
934,2063366,20050523,2005,5,4:59 p.m.,16,59,05/23/2005 4:59 p.m.,1,San Francisco,2013-09-25,2013-09-28,934,h0.0036739477995339,0101000020E610000038C2FDDBC0995EC07D00F7E1C5E34240
935,2063385,20050518,2005,5,4:29 p.m.,16,29,05/18/2005 4:29 p.m.,1,San Francisco,2013-09-25,2013-09-28,935,h0.0109968004466268,0101000020E6100000811E6ADBB09A5EC08EC7B19A53E14240
936,2063390,20050526,2005,5,5:40 p.m.,17,40,05/26/2005 5:40 p.m.,1,San Francisco,2013-09-25,2013-09-28,936,h0.0258650635820757,0101000020E610000002CFBD874B9C5EC079EB5795D8E44240
937,2063398,20050527,2005,5,9:38 a.m.,9,38,05/27/2005 9:38 a.m.,0,San Francisco,2013-09-25,2013-09-28,937,h0.00320510971202026,0101000020E6100000B6F1CC70289A5EC06412E456F7E34240
938,2063429,20050524,2005,5,6:00 p.m.,18,0,05/24/2005 6:00 p.m.,1,San Francisco,2013-09-25,2013-09-28,938,h0.0747761282819709,0101000020E610000087821953B09F5EC0E07C8F9F32E04240
939,2063437,20050523,2005,5,5:30 p.m.,17,30,05/23/2005 5:30 p.m.,1,San Francisco,2013-09-25,2013-09-28,939,h0.0109968004466268,0101000020E6100000CA918433AE9A5EC0148C94771FE14240
940,2063441,20050523,2005,5,5:08 p.m.,17,8,05/23/2005 5:08 p.m.,1,Alameda,2013-09-25,2013-09-28,940,h0.158184039386441,0101000020E6100000506AD4E87A8F5EC0DC00C7F9F6E14240
941,2063450,20050601,2005,6,7:54 a.m.,7,54,06/01/2005 7:54 a.m.,1,Contra Costa,2013-09-25,2013-09-28,941,h0.402779822643541,0101000020E6100000E6673403A6825EC0078DF4FD2FFA4240
942,2063459,20050513,2005,5,9:38 a.m.,9,38,05/13/2005 9:38 a.m.,1,San Francisco,2013-09-25,2013-09-28,942,h0.0126838372207505,0101000020E6100000D155044969995EC0B9008F030AE54240
943,2063506,20050521,2005,5,7:08 a.m.,7,8,05/21/2005 7:08 a.m.,1,San Francisco,2013-09-25,2013-09-28,943,h0.00320510971202026,0101000020E6100000C70270FD059A5EC0D14F8248D0E44240
944,2063525,20050524,2005,5,1:20 p.m.,13,20,05/24/2005 1:20 p.m.,1,San Francisco,2013-09-25,2013-09-28,944,h0.0331403774910411,0101000020E6100000E67DD23FF7985EC0BB5BFEE840DE4240
945,2063978,20050602,2005,6,1:55 p.m.,13,55,06/02/2005 1:55 p.m.,1,Marin,2013-09-25,2013-09-28,945,h0.485673113008642,0101000020E61000000BDD369DAEB35EC08CAB36A4F6084340
946,2063990,20050519,2005,5,11:47 a.m.,11,47,05/19/2005 11:47 a.m.,2,Marin,2013-09-25,2013-09-28,946,h0.286610758613221,0101000020E610000097DAF74D06A35EC0C73BD1BF6E034340
947,2064476,20050416,2005,4,8:45 a.m.,8,45,04/16/2005 8:45 a.m.,1,Sonoma,2013-09-25,2013-09-28,947,,0101000020E6100000023C58B55AB65EC08969954F454B4340
948,2064493,20050414,2005,4,2:50 p.m.,14,50,04/14/2005 2:50 p.m.,1,Sonoma,2013-09-25,2013-09-28,948,,0101000020E610000075EF970549BF5EC08C852172FA494340
949,2065531,20050523,2005,5,10:25 a.m.,10,25,05/23/2005 10:25 a.m.,1,San Mateo,2013-09-25,2013-09-28,949,h0.345344349483497,0101000020E6100000BB1061B2278E5EC08CF27112EFBC4240
