gid,___case,simpledate,year,month,time,hour,minute,datetime,injured,county,created_at,updated_at,cartodb_id,hex_id,geom
7393,3403248,20070911,2007,9,2:45 p.m.,14,45,09/11/2007 2:45 p.m.,1,Sonoma,2013-09-25,2013-09-28,7393,,0101000020E610000075EF970549BF5EC08C852172FA494340
8609,3694078,20080409,2008,4,3:04 p.m.,15,4,04/09/2008 3:04 p.m.,1,Sonoma,2013-09-25,2013-09-28,8609,,0101000020E6100000EC4F3D2D1AC15EC02E14556419674340
1,3982945,20090112,2009,1,3:26 p.m.,15,26,01/12/2009 3:26 p.m.,0,Contra Costa,2013-09-25,2013-09-28,1,h0.180883095917439,0101000020E61000005B3B511212915EC0B58311FB04F44240
2,3982946,20090203,2009,2,10:50 a.m.,10,50,02/03/2009 10:50 a.m.,1,Marin,2013-09-25,2013-09-28,2,h0.377286496543906,0101000020E61000002012CF2390A65EC03E25E7C41E0E4340
3,1813537,20050106,2005,1,6:43 p.m.,18,43,01/06/2005 6:43 p.m.,1,Alameda,2013-09-25,2013-09-28,3,h0.332299768094237,0101000020E61000007AB7C3703F855EC013FB157CE4D44240
4,1814075,20050106,2005,1,4:34 p.m.,16,34,01/06/2005 4:34 p.m.,1,Napa,2013-09-25,2013-09-28,4,h0.539443326221796,0101000020E610000051431B800D925EC026F26E76B5274340
5,1817040,20050110,2005,1,6:30 p.m.,18,30,01/10/2005 6:30 p.m.,1,Santa Clara,2013-09-25,2013-09-28,5,h0.75454403195714,0101000020E6100000D7D75F1B16735EC061F8889812AA4240
6,1817088,20050110,2005,1,3:59 p.m.,15,59,01/10/2005 3:59 p.m.,1,Santa Clara,2013-09-25,2013-09-28,6,h0.744950823952675,0101000020E6100000E1928895F6765EC0A1AA532F09A04240
7,1817244,20050103,2005,1,5:15 p.m.,17,15,01/03/2005 5:15 p.m.,1,Santa Clara,2013-09-25,2013-09-28,7,h0.554186306366022,0101000020E610000005F467E498815EC088E29F6351AE4240
8,1817254,20050108,2005,1,9:29 p.m.,21,29,01/08/2005 9:29 p.m.,1,Santa Clara,2013-09-25,2013-09-28,8,h0.556432253843091,0101000020E6100000701BB226BB7F5EC0228326D3B2B24240
9,1817255,20050109,2005,1,6:28 p.m.,18,28,01/09/2005 6:28 p.m.,1,Santa Clara,2013-09-25,2013-09-28,9,h0.549936549118038,0101000020E61000008323EDEB65805EC05B79C9FFE4B14240
10,1817307,20050101,2005,1,8:02 p.m.,20,2,01/01/2005 8:02 p.m.,1,Contra Costa,2013-09-25,2013-09-28,10,h0.181649907346019,0101000020E61000002F9402C1D2965EC04B11853BBCFA4240
11,1817445,20050105,2005,1,1:42 p.m.,13,42,01/05/2005 1:42 p.m.,1,Santa Clara,2013-09-25,2013-09-28,11,h0.679366439886332,0101000020E610000064703903C8775EC06B3EF89A2FAC4240
12,1817456,20050104,2005,1,1:10 p.m.,13,10,01/04/2005 1:10 p.m.,1,Santa Clara,2013-09-25,2013-09-28,12,h0.762956846837248,0101000020E61000006227BC04A7725EC01113D4F02DA84240
13,1817460,20050104,2005,1,7:15 p.m.,19,15,01/04/2005 7:15 p.m.,1,Santa Clara,2013-09-25,2013-09-28,13,h0.670656393994225,0101000020E61000001C9C3EF1D2765EC04769801CDEB14240
14,1817467,20050104,2005,1,11:36 a.m.,11,36,01/04/2005 11:36 a.m.,1,Santa Clara,2013-09-25,2013-09-28,14,h0.662225710589353,0101000020E61000002B3CC32F50775EC015E1CBE957B14240
15,1817473,20050112,2005,1,5:40 p.m.,17,40,01/12/2005 5:40 p.m.,1,Santa Clara,2013-09-25,2013-09-28,15,h0.650598282988277,0101000020E61000002453AAE99F7B5EC0F02774A8F0A94240
16,1817488,20050112,2005,1,8:00 a.m.,8,0,01/12/2005 8:00 a.m.,1,Santa Clara,2013-09-25,2013-09-28,16,h0.774510779593139,0101000020E6100000E123079131745EC08969954F45A14240
17,1817529,20050115,2005,1,9:10 a.m.,9,10,01/15/2005 9:10 a.m.,1,Santa Clara,2013-09-25,2013-09-28,17,h0.697261739913522,0101000020E61000007ED1D4A189775EC0D2B0CEE792A94240
18,1818213,20050105,2005,1,3:06 p.m.,15,6,01/05/2005 3:06 p.m.,1,San Mateo,2013-09-25,2013-09-28,18,h0.396687972916596,0101000020E61000000F69650C3D895EC05572A9A514BB4240
19,1819152,20050109,2005,1,9:06 p.m.,21,6,01/09/2005 9:06 p.m.,1,San Mateo,2013-09-25,2013-09-28,19,h0.345344349483497,0101000020E6100000B30F0DE60A8E5EC0FD3383F8C0BC4240
20,1819171,20050108,2005,1,6:52 p.m.,18,52,01/08/2005 6:52 p.m.,1,San Mateo,2013-09-25,2013-09-28,20,h0.345344349483497,0101000020E61000009CA7F0564C8E5EC0CA3DB89624BD4240
21,1823380,20050107,2005,1,5:44 p.m.,17,44,01/07/2005 5:44 p.m.,1,Alameda,2013-09-25,2013-09-28,21,h0.189719880842856,0101000020E6100000429C3D867D8D5EC046B6F3FDD4E44240
22,1823392,20050110,2005,1,5:38 p.m.,17,38,01/10/2005 5:38 p.m.,1,Alameda,2013-09-25,2013-09-28,22,h0.173404371629823,0101000020E61000002294522BA78E5EC056E2F038FBE24240
23,1823440,20050106,2005,1,1:14 p.m.,13,14,01/06/2005 1:14 p.m.,0,Alameda,2013-09-25,2013-09-28,23,h0.140166982203242,0101000020E61000004A29E8F692915EC0F67D82D5A2EB4240
24,1824343,20050117,2005,1,11:56 a.m.,11,56,01/17/2005 11:56 a.m.,1,Solano,2013-09-25,2013-09-28,24,h0.595507711878882,0101000020E61000006BCCEB8843825EC021FDF675E0204340
25,1824442,20050114,2005,1,2:31 p.m.,14,31,01/14/2005 2:31 p.m.,1,Marin,2013-09-25,2013-09-28,25,h0.221991520867157,0101000020E6100000DD88DD2D7FA15EC0C83D02243FFC4240
26,1824958,20050118,2005,1,11:31 a.m.,11,31,01/18/2005 11:31 a.m.,0,Contra Costa,2013-09-25,2013-09-28,26,h0.372039329399238,0101000020E610000011FBA99619875EC027F49FDA85FF4240
27,1825687,20050114,2005,1,8:02 a.m.,8,2,01/14/2005 8:02 a.m.,1,Alameda,2013-09-25,2013-09-28,27,h0.126723317333286,0101000020E61000000D1D9661B7915EC0AE83DE76FCE24240
28,1825748,20050112,2005,1,8:00 a.m.,8,0,01/12/2005 8:00 a.m.,0,Alameda,2013-09-25,2013-09-28,28,h0.142295387879762,0101000020E61000001392CCEA9D905EC025CDC41968E34240
29,1826156,20050107,2005,1,6:18 a.m.,6,18,01/07/2005 6:18 a.m.,0,Santa Clara,2013-09-25,2013-09-28,29,h0.403777318625073,0101000020E61000000187F5EBF38A5EC003ED58B620B94240
30,1827675,20050109,2005,1,5:00 p.m.,17,0,01/09/2005 5:00 p.m.,1,Alameda,2013-09-25,2013-09-28,30,h0.23780219473811,0101000020E610000071FFECA2C38A5EC034C40CE8E0DE4240
31,1828044,20050109,2005,1,12:40 p.m.,12,40,01/09/2005 12:40 p.m.,0,Alameda,2013-09-25,2013-09-28,31,h0.327845872421435,0101000020E61000004EDEB6A5C4855EC0E6666E7484D74240
32,1828130,20050105,2005,1,5:30 p.m.,17,30,01/05/2005 5:30 p.m.,1,Alameda,2013-09-25,2013-09-28,32,h0.13470582797941,0101000020E61000009AC530CC2E915EC0E96514CB2DE84240
33,1828310,20050115,2005,1,12:14 p.m.,12,14,01/15/2005 12:14 p.m.,1,Santa Clara,2013-09-25,2013-09-28,33,h0.670489199552688,0101000020E6100000E8E96D7DA27B5EC0DF0E1EB7A9A54240
34,1828363,20050119,2005,1,11:07 a.m.,11,7,01/19/2005 11:07 a.m.,1,Contra Costa,2013-09-25,2013-09-28,34,h0.351532582304363,0101000020E61000004E5EBFBB70855EC0A6B1625D81F74240
35,1829293,20050101,2005,1,10:34 p.m.,22,34,01/01/2005 10:34 p.m.,1,Contra Costa,2013-09-25,2013-09-28,35,h0.402779822643541,0101000020E6100000E6673403A6825EC0078DF4FD2FFA4240
36,1829325,20050114,2005,1,2:43 p.m.,14,43,01/14/2005 2:43 p.m.,0,Contra Costa,2013-09-25,2013-09-28,36,h0.426380070116929,0101000020E6100000227BCE273C815EC016D79D9383FC4240
37,1831206,20050116,2005,1,1:37 p.m.,13,37,01/16/2005 1:37 p.m.,1,Sonoma,2013-09-25,2013-09-28,37,,0101000020E61000000EA0DFF7EFB75EC03B7C88FCE94D4340
38,1832433,20050123,2005,1,3:03 p.m.,15,3,01/23/2005 3:03 p.m.,1,Contra Costa,2013-09-25,2013-09-28,38,h0.442174391126489,0101000020E610000087DDD2C5817F5EC08782BE993DF94240
39,1834106,20050102,2005,1,5:45 p.m.,17,45,01/02/2005 5:45 p.m.,1,Contra Costa,2013-09-25,2013-09-28,39,h0.246977377895932,0101000020E6100000DD1445FECF915EC02043C70E2AFE4240
40,1835990,20050114,2005,1,2:36 p.m.,14,36,01/14/2005 2:36 p.m.,0,San Mateo,2013-09-25,2013-09-28,40,h0.343823221430801,0101000020E6100000539C5901748F5EC0C2604898B3BB4240
41,1836476,20050105,2005,1,1:15 p.m.,13,15,01/05/2005 1:15 p.m.,1,San Mateo,2013-09-25,2013-09-28,41,h0.292688232838721,0101000020E6100000C75345A79D905EC0C51B9947FEC04240
42,1836657,20050113,2005,1,13:00 p.m.,23,59,01/13/2005 13:00 p.m.,1,Santa Clara,2013-09-25,2013-09-28,42,h0.491344054880793,0101000020E610000097851B9540855EC0F3C1D77C01B34240
43,1836835,20050110,2005,1,7:57 a.m.,7,57,01/10/2005 7:57 a.m.,1,Napa,2013-09-25,2013-09-28,43,h0.543229283456932,0101000020E6100000AE9575A49F935EC0903B5BF6DA284340
44,1836866,20050113,2005,1,6:06 p.m.,18,6,01/13/2005 6:06 p.m.,0,Napa,2013-09-25,2013-09-28,44,h0.547521537865254,0101000020E6100000961238C8DA935EC06120634914294340
45,1838635,20050122,2005,1,4:05 p.m.,16,5,01/22/2005 4:05 p.m.,1,Alameda,2013-09-25,2013-09-28,45,h0.144337079836509,0101000020E6100000A670A9EF21905EC0264921DAD8E54240
46,1838702,20050113,2005,1,6:07 p.m.,18,7,01/13/2005 6:07 p.m.,1,Alameda,2013-09-25,2013-09-28,46,h0.168818000132763,0101000020E61000006CAE9AE708905EC0C9C79349B2EA4240
47,1838717,20050108,2005,1,12:00 p.m.,12,0,01/08/2005 12:00 p.m.,0,Alameda,2013-09-25,2013-09-28,47,h0.130564672069794,0101000020E61000000E4350DA40915EC0AE7BD058A0E74240
48,1840354,20050116,2005,1,12:25 p.m.,12,25,01/16/2005 12:25 p.m.,1,Contra Costa,2013-09-25,2013-09-28,48,h0.229837779983155,0101000020E610000058A6A9AF788D5EC059B620A523F34240
49,1841910,20050127,2005,1,1:20 p.m.,13,20,01/27/2005 1:20 p.m.,1,Santa Clara,2013-09-25,2013-09-28,49,h0.559661698217323,0101000020E6100000448C8D2F10825EC011678F615FAC4240
50,1842634,20050124,2005,1,9:45 a.m.,9,45,01/24/2005 9:45 a.m.,1,Santa Clara,2013-09-25,2013-09-28,50,h0.664255136413358,0101000020E610000004F86EF346795EC0731D99FD70AB4240
51,1842636,20050120,2005,1,5:00 p.m.,17,0,01/20/2005 5:00 p.m.,1,Santa Clara,2013-09-25,2013-09-28,51,h0.628018211482594,0101000020E6100000D61EF642817F5EC02ED3E58354A54240
52,1843608,20050114,2005,1,8:20 a.m.,8,20,01/14/2005 8:20 a.m.,1,Alameda,2013-09-25,2013-09-28,52,h0.452802443168255,0101000020E61000007C9928426A815EC012CDA89E71C34240
53,1843619,20050121,2005,1,3:24 p.m.,15,24,01/21/2005 3:24 p.m.,1,Solano,2013-09-25,2013-09-28,53,h0.347753769775303,0101000020E61000001500E31934905EC0922D37BD300D4340
54,1843692,20050124,2005,1,9:10 a.m.,9,10,01/24/2005 9:10 a.m.,1,San Mateo,2013-09-25,2013-09-28,54,h0.345344349483497,0101000020E6100000EE2C301AE88E5EC0FE744D92F8BB4240
55,1843708,20050125,2005,1,7:31 a.m.,7,31,01/25/2005 7:31 a.m.,1,San Mateo,2013-09-25,2013-09-28,55,h0.226617270976099,0101000020E6100000FB96941609945EC0BD65F3DD52C84240
56,1843727,20050107,2005,1,6:51 p.m.,18,51,01/07/2005 6:51 p.m.,1,San Mateo,2013-09-25,2013-09-28,56,h0.345344349483497,0101000020E6100000E82917CF458E5EC0AEDCC13EF0BC4240
57,1844486,20050117,2005,1,12:53 p.m.,12,53,01/17/2005 12:53 p.m.,1,Santa Clara,2013-09-25,2013-09-28,57,h0.71207154758392,0101000020E610000070D5D061197C5EC0ED0676A15E9E4240
58,1844543,20050116,2005,1,5:29 p.m.,17,29,01/16/2005 5:29 p.m.,1,Santa Clara,2013-09-25,2013-09-28,58,h0.762956846837248,0101000020E6100000DDD6CC10FD725EC01443CDEBE3A74240
59,1846683,20050115,2005,1,11:20 a.m.,11,20,01/15/2005 11:20 a.m.,1,Marin,2013-09-25,2013-09-28,59,h0.350320200654043,0101000020E61000009C4940F108A45EC0B136C64E780B4340
60,1847223,20050121,2005,1,1:16 p.m.,13,16,01/21/2005 1:16 p.m.,1,Santa Clara,2013-09-25,2013-09-28,60,h0.586083661912589,0101000020E61000007BE7BC6B757F5EC0A7316B73ADAD4240
61,1847833,20050116,2005,1,2:10 p.m.,14,10,01/16/2005 2:10 p.m.,0,San Mateo,2013-09-25,2013-09-28,61,h0.388861583906537,0101000020E610000031467FC39F8B5EC07457C04EFBB94240
62,1848268,20050207,2005,2,12:53 p.m.,12,53,02/07/2005 12:53 p.m.,1,Santa Clara,2013-09-25,2013-09-28,62,h0.671634907043242,0101000020E61000004E8B660A42785EC0128942CBBAAB4240
63,1848293,20050131,2005,1,6:41 a.m.,6,41,01/31/2005 6:41 a.m.,1,Santa Clara,2013-09-25,2013-09-28,63,h0.664255136413358,0101000020E610000013820B6858795EC078E9263108AB4240
64,1848307,20050207,2005,2,5:00 p.m.,17,0,02/07/2005 5:00 p.m.,1,Santa Clara,2013-09-25,2013-09-28,64,h0.695793342525334,0101000020E6100000B1B8FFC874755EC03D2F70D465AE4240
65,1848312,20050205,2005,2,5:10 p.m.,17,10,02/05/2005 5:10 p.m.,1,Santa Clara,2013-09-25,2013-09-28,65,h0.712744099975576,0101000020E610000090216C1DC1755EC0667B3E1416AB4240
66,1848364,20050129,2005,1,9:20 a.m.,9,20,01/29/2005 9:20 a.m.,1,Alameda,2013-09-25,2013-09-28,66,h0.485669414704298,0101000020E6100000FFBEEBD8AD7D5EC07CEE04FBAFC84240
67,1848516,20050202,2005,2,4:20 p.m.,16,20,02/02/2005 4:20 p.m.,1,Santa Clara,2013-09-25,2013-09-28,67,h0.680742981194835,0101000020E61000007CA9447EA2785EC06A238DC00EAA4240
68,1848647,20050203,2005,2,8:39 a.m.,8,39,02/03/2005 8:39 a.m.,1,Santa Clara,2013-09-25,2013-09-28,68,h0.687482458927531,0101000020E6100000097657D17A755EC057DD34C703B04240
69,1848663,20050202,2005,2,2:44 p.m.,14,44,02/02/2005 2:44 p.m.,1,Santa Clara,2013-09-25,2013-09-28,69,h0.706903847074198,0101000020E6100000A204A2CCAB7A5EC05EC42DD5BBA14240
70,1848668,20050202,2005,2,3:03 p.m.,15,3,02/02/2005 3:03 p.m.,1,Santa Clara,2013-09-25,2013-09-28,70,h0.647800543608136,0101000020E61000003A21CF89987A5EC0F8FE06EDD5AB4240
71,1848966,20050201,2005,2,10:15 p.m.,22,15,02/01/2005 10:15 p.m.,2,Sonoma,2013-09-25,2013-09-28,71,h0.50461170221882,0101000020E6100000E13AB5E9BEA85EC067041BD7BF1D4340
72,1848975,20050216,2005,2,7:23 p.m.,19,23,02/16/2005 7:23 p.m.,1,Santa Clara,2013-09-25,2013-09-28,72,h0.690028307332717,0101000020E61000002A441BDB46785EC00C3ECDC98BA84240
73,1849012,20050214,2005,2,8:30 p.m.,20,30,02/14/2005 8:30 p.m.,1,Santa Clara,2013-09-25,2013-09-28,73,h0.648855111651032,0101000020E61000007AE5304EB27D5EC0DB6333D131A64240
74,1849033,20050203,2005,2,4:30 p.m.,16,30,02/03/2005 4:30 p.m.,1,Sonoma,2013-09-25,2013-09-28,74,h0.530263417086965,0101000020E61000009890C5EC1BA85EC0F75AD07B63214340
75,1849040,20050214,2005,2,6:40 p.m.,18,40,02/14/2005 6:40 p.m.,1,Santa Clara,2013-09-25,2013-09-28,75,h0.7651761643514,0101000020E610000004DD5ED298745EC09E060C923EA24240
76,1849160,20050210,2005,2,5:30 p.m.,17,30,02/10/2005 5:30 p.m.,1,Santa Clara,2013-09-25,2013-09-28,76,h0.666851678306702,0101000020E610000049C78B3B147A5EC0ABFB11D08EA84240
77,1849184,20050209,2005,2,6:24 p.m.,18,24,02/09/2005 6:24 p.m.,1,Santa Clara,2013-09-25,2013-09-28,77,h0.628018211482594,0101000020E61000004FD9FA334D7F5EC087985CD60EA54240
78,1850975,20050128,2005,1,10:34 a.m.,10,34,01/28/2005 10:34 a.m.,0,Solano,2013-09-25,2013-09-28,78,h0.373554869599756,0101000020E6100000E1DC15B053905EC0D1CDFE40B90F4340
79,1851101,20050122,2005,1,11:11 a.m.,11,11,01/22/2005 11:11 a.m.,1,Marin,2013-09-25,2013-09-28,79,h0.0929685381678137,0101000020E61000009D68B2DAD79C5EC06AEA2BFEA5EF4240
80,1851560,20050131,2005,1,7:30 a.m.,7,30,01/31/2005 7:30 a.m.,1,San Mateo,2013-09-25,2013-09-28,80,h0.190181241927002,0101000020E61000006DEF09C8CD9F5EC0C149E4CCC0CB4240
81,1851615,20050127,2005,1,3:13 p.m.,15,13,01/27/2005 3:13 p.m.,1,Santa Clara,2013-09-25,2013-09-28,81,h0.480568201764386,0101000020E61000003903C875F8855EC0C93F8E4182B44240
82,1851648,20050131,2005,1,10:51 a.m.,10,51,01/31/2005 10:51 a.m.,1,Santa Clara,2013-09-25,2013-09-28,82,h0.430232762606111,0101000020E61000004A3C8F4072895EC0ABE7A4F78DB64240
83,1851660,20050124,2005,1,7:35 a.m.,7,35,01/24/2005 7:35 a.m.,1,Santa Clara,2013-09-25,2013-09-28,83,h0.44530910692736,0101000020E6100000D1AD32AE93885EC00E1B1B704CB44240
84,1851680,20050114,2005,1,2:00 p.m.,14,0,01/14/2005 2:00 p.m.,1,Santa Clara,2013-09-25,2013-09-28,84,h0.434097641258816,0101000020E61000000B06D7DCD1885EC07A354069A8B74240
85,1852067,20050124,2005,1,1:25 p.m.,13,25,01/24/2005 1:25 p.m.,1,Sonoma,2013-09-25,2013-09-28,85,h0.748437041300793,0101000020E6100000318793EA71AE5EC0040FC292613A4340
86,1852405,20050124,2005,1,2:05 p.m.,14,5,01/24/2005 2:05 p.m.,1,Alameda,2013-09-25,2013-09-28,86,h0.148895837767716,0101000020E610000061962CDD13935EC0F4ED13F6A3F14240
87,1852531,20050305,2005,3,5:23 a.m.,5,23,03/05/2005 5:23 a.m.,1,Santa Clara,2013-09-25,2013-09-28,87,h1.10601177184923,0101000020E6100000B312A91F8A655EC07DC5BF74FF824240
88,1852555,20050305,2005,3,3:23 p.m.,15,23,03/05/2005 3:23 p.m.,1,Santa Clara,2013-09-25,2013-09-28,88,h1.10601177184923,0101000020E6100000B312A91F8A655EC07DC5BF74FF824240
89,1854340,20050121,2005,1,7:52 a.m.,7,52,01/21/2005 7:52 a.m.,1,Alameda,2013-09-25,2013-09-28,89,h0.528903950759164,0101000020E6100000DE933DF83F785EC0370E06E808D44240
90,1855502,20050129,2005,1,12:00 p.m.,12,0,01/29/2005 12:00 p.m.,0,Alameda,2013-09-25,2013-09-28,90,h0.147412122322768,0101000020E61000005ECD4B0FD4905EC054BA055CA1E84240
91,1855796,20050115,2005,1,10:28 a.m.,10,28,01/15/2005 10:28 a.m.,1,Alameda,2013-09-25,2013-09-28,91,h0.523315288704215,0101000020E61000000DAF35A506785EC04E18833DDCD74240
92,1856783,20050126,2005,1,12:30 p.m.,12,30,01/26/2005 12:30 p.m.,1,Marin,2013-09-25,2013-09-28,92,h0.110985672610939,0101000020E6100000982EC4EA0F9F5EC0DAA4A2B1F6ED4240
93,1857633,20050201,2005,2,5:00 p.m.,17,0,02/01/2005 5:00 p.m.,1,Alameda,2013-09-25,2013-09-28,93,h0.151757001525021,0101000020E610000074B91C0A7A905EC066C5CB2E73E94240
94,1857694,20050131,2005,1,8:17 a.m.,8,17,01/31/2005 8:17 a.m.,1,Alameda,2013-09-25,2013-09-28,94,h0.160613606675679,0101000020E6100000B4EED57D368F5EC077BB5E9A22DF4240
95,1859273,20050129,2005,1,1:33 p.m.,13,33,01/29/2005 1:33 p.m.,1,San Mateo,2013-09-25,2013-09-28,95,h0.345344349483497,0101000020E61000006C2695DF588E5EC08ACE8D44C3BB4240
96,1859306,20050128,2005,1,8:05 a.m.,8,5,01/28/2005 8:05 a.m.,1,Santa Clara,2013-09-25,2013-09-28,96,h0.602129489974355,0101000020E610000098E0D407927E5EC01ED9017C5CAC4240
97,1859492,20050202,2005,2,6:30 p.m.,18,30,02/02/2005 6:30 p.m.,0,Contra Costa,2013-09-25,2013-09-28,97,h0.55655082742589,0101000020E610000093A57B429B795EC02D301AE890024340
98,1859541,20050130,2005,1,12:56 p.m.,12,56,01/30/2005 12:56 p.m.,1,Contra Costa,2013-09-25,2013-09-28,98,h0.55655082742589,0101000020E6100000D992B0CA60795EC0794F2F42C2014340
99,1859750,20050206,2005,2,2:47 p.m.,14,47,02/06/2005 2:47 p.m.,1,Contra Costa,2013-09-25,2013-09-28,99,h0.470958051199997,0101000020E6100000F806150BB27D5EC0E21E4B1FBAF94240
100,1859814,20050131,2005,1,11:27 a.m.,11,27,01/31/2005 11:27 a.m.,1,Contra Costa,2013-09-25,2013-09-28,100,h0.193464248400949,0101000020E610000096CEE2207C955EC0650CBD0F51FA4240
101,1860500,20050127,2005,1,6:41 a.m.,6,41,01/27/2005 6:41 a.m.,1,Alameda,2013-09-25,2013-09-28,101,h0.332299768094237,0101000020E6100000794EC46C93855EC01844A4A65DD54240
102,1861371,20050114,2005,1,4:22 p.m.,16,22,01/14/2005 4:22 p.m.,1,Sonoma,2013-09-25,2013-09-28,102,h0.530263417086965,0101000020E61000002BD0381E7DA85EC08F988F5A17214340
103,1861431,20050129,2005,1,10:20 a.m.,10,20,01/29/2005 10:20 a.m.,1,Sonoma,2013-09-25,2013-09-28,103,h0.556267626818377,0101000020E6100000445F8B27CCAA5EC01123DF008E234340
104,1861683,20050203,2005,2,2:59 p.m.,14,59,02/03/2005 2:59 p.m.,1,Alameda,2013-09-25,2013-09-28,104,h0.23780219473811,0101000020E610000036D9AB34CE8A5EC00D2ABBAAFDDE4240
105,1861699,20050203,2005,2,4:08 p.m.,16,8,02/03/2005 4:08 p.m.,1,Alameda,2013-09-25,2013-09-28,105,h0.223539637398562,0101000020E6100000B84D02E5808B5EC0618ED4319DDE4240
106,1864275,20050204,2005,2,2:15 p.m.,14,15,02/04/2005 2:15 p.m.,1,Marin,2013-09-25,2013-09-28,106,h0.185269855439162,0101000020E6100000166646E4E0A25EC07B7C8C03F9F34240
107,1866148,20050115,2005,1,11:16 a.m.,11,16,01/15/2005 11:16 a.m.,1,Santa Clara,2013-09-25,2013-09-28,107,h0.524686750271692,0101000020E61000003E4459AEED855EC0FC9419259EAC4240
108,1866154,20050206,2005,2,1:07 p.m.,13,7,02/06/2005 1:07 p.m.,1,Santa Clara,2013-09-25,2013-09-28,108,h0.460528641826052,0101000020E61000005B0D3FEE91875EC07BF486FBC8B34240
109,1866226,20050129,2005,1,3:29 p.m.,15,29,01/29/2005 3:29 p.m.,1,San Mateo,2013-09-25,2013-09-28,109,h0.359620159116572,0101000020E61000002AE56B859F8D5EC09D5ECE119EBB4240
110,1867460,20050209,2005,2,6:39 p.m.,18,39,02/09/2005 6:39 p.m.,1,Sonoma,2013-09-25,2013-09-28,110,h0.72280995811081,0101000020E61000006C00362042AD5EC094C6C3D6C7384340
111,1867479,20050211,2005,2,6:11 p.m.,18,11,02/11/2005 6:11 p.m.,1,Sonoma,2013-09-25,2013-09-28,111,h0.697175377630137,0101000020E610000040A951A3EBAD5EC0ADBA698E07354340
112,1868343,20050121,2005,1,11:50 a.m.,11,50,01/21/2005 11:50 a.m.,1,Contra Costa,2013-09-25,2013-09-28,112,h0.16733624492576,0101000020E6100000595C2DC1F3945EC01FFC1FBB66F74240
113,1868352,20050107,2005,1,4:55 p.m.,16,55,01/07/2005 4:55 p.m.,1,Contra Costa,2013-09-25,2013-09-28,113,h0.156958857586433,0101000020E61000001ACAE42F88975EC062E75C401EF84240
114,1868397,20050130,2005,1,4:35 p.m.,16,35,01/30/2005 4:35 p.m.,1,Contra Costa,2013-09-25,2013-09-28,114,h0.170854175559506,0101000020E6100000009E59B7E6935EC02FFDA60B0CF64240
115,1868459,20050201,2005,2,9:17 p.m.,21,17,02/01/2005 9:17 p.m.,1,Napa,2013-09-25,2013-09-28,115,h0.561449429756045,0101000020E610000002C64494C0945EC0F73EB03E792B4340
116,1868477,20050210,2005,2,6:00 p.m.,18,0,02/10/2005 6:00 p.m.,0,Alameda,2013-09-25,2013-09-28,116,h0.22031306219114,0101000020E610000077F409EAA58B5EC0A3EDF3739EE14240
117,1868690,20050209,2005,2,12:15 p.m.,12,15,02/09/2005 12:15 p.m.,1,San Mateo,2013-09-25,2013-09-28,117,h0.226617270976099,0101000020E6100000223FD12BD4935EC06D718DCF64C74240
118,1868723,20050123,2005,1,12:30 a.m.,0,30,01/23/2005 12:30 a.m.,1,Contra Costa,2013-09-25,2013-09-28,118,h0.419741336478118,0101000020E610000031D3F6AF2C815EC047054EB681F64240
119,1869158,20050131,2005,1,7:15 a.m.,7,15,01/31/2005 7:15 a.m.,1,Contra Costa,2013-09-25,2013-09-28,119,h0.788855541382217,0101000020E61000006F9406C8E1675EC073CCC353D9F14240
120,1869258,20050129,2005,1,9:42 a.m.,9,42,01/29/2005 9:42 a.m.,1,Santa Clara,2013-09-25,2013-09-28,120,h0.595956843988437,0101000020E610000061D3EF679D795EC02EFDF09826B94240
121,1869262,20050129,2005,1,12:49 p.m.,12,49,01/29/2005 12:49 p.m.,1,Santa Clara,2013-09-25,2013-09-28,121,h0.579026825632548,0101000020E6100000F7E1C567577A5EC09357E71890BA4240
122,1869580,20050114,2005,1,1:32 p.m.,13,32,01/14/2005 1:32 p.m.,1,Alameda,2013-09-25,2013-09-28,122,h0.332299768094237,0101000020E61000000AE35DE454855EC0E87EF3870BD54240
123,1869591,20050129,2005,1,3:35 p.m.,15,35,01/29/2005 3:35 p.m.,1,Alameda,2013-09-25,2013-09-28,123,h0.361795858433707,0101000020E61000007AD9C067B5835EC0B36C9C03BAD44240
124,1869973,20050202,2005,2,4:45 p.m.,16,45,02/02/2005 4:45 p.m.,1,Alameda,2013-09-25,2013-09-28,124,h0.384487399407242,0101000020E6100000D028B8B38A815EC00F81238106D94240
125,1870012,20050128,2005,1,5:48 p.m.,17,48,01/28/2005 5:48 p.m.,1,San Mateo,2013-09-25,2013-09-28,125,h0.33133820581156,0101000020E6100000071A7D1615905EC0FF1DF6E747BD4240
126,1870156,20050202,2005,2,3:32 p.m.,15,32,02/02/2005 3:32 p.m.,1,Contra Costa,2013-09-25,2013-09-28,126,h0.44343921519773,0101000020E6100000530B804CC6805EC0686D646886FD4240
127,1870945,20050119,2005,1,4:48 p.m.,16,48,01/19/2005 4:48 p.m.,1,Santa Clara,2013-09-25,2013-09-28,127,h0.627127356412404,0101000020E610000093D920930C825EC0AC89AA0430A14240
128,1871972,20050129,2005,1,1:02 p.m.,13,2,01/29/2005 1:02 p.m.,0,Marin,2013-09-25,2013-09-28,128,h0.23851560997469,0101000020E61000001A417452A9A35EC0D08657EDF5FC4240
